seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq1,sequence_1,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq10,sequence_19,GC_B_cells,IGHG3,HH119-SI-PP_Fol-9,1,3,3
seq11,sequence_22,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq12,sequence_23,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq13,sequence_24,GC_B_cells,IGHG2,HH119-SI-PP_Fol-10,1,2,1
seq14,sequence_25,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq15,sequence_26:sequence_35,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq16,sequence_27,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq17,sequence_28,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq18,sequence_29,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq19,sequence_30,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq2,sequence_2:sequence_11:sequence_12:sequence_13:sequence_16:sequence_20:sequence_47:sequence_53:sequence_57:sequence_59:sequence_68,GC_B_cells,IGHG1,HH119-SI-PP_Fol-14:HH119-SI-PP_Fol-10,1,1,2
seq20,sequence_31,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq21,sequence_32:sequence_42:sequence_60:sequence_61,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq22,sequence_33,GC_B_cells,IGHG1,HH119-SI-PP_Fol-9,1,1,3
seq23,sequence_34,PCs,IGHG1,HH119-SI-PP_Fol-10,2,1,1
seq24,sequence_36,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq25,sequence_37,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq26,sequence_38:sequence_56,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq27,sequence_39,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq28,sequence_40,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq29,sequence_43,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq3,sequence_3,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq30,sequence_44,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq31,sequence_45,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq32,sequence_48,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq33,sequence_49,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq34,sequence_50,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq35,sequence_51,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq36,sequence_52,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq37,sequence_54:sequence_62:sequence_66,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq38,sequence_55,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq39,sequence_58,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq4,sequence_4:sequence_41,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq40,sequence_63,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq41,sequence_64,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq42,sequence_65,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq43,sequence_67,GC_B_cells,IGHG3,HH119-SI-PP_Fol-10,1,3,1
seq5,sequence_5:sequence_8:sequence_10:sequence_15:sequence_46,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq6,sequence_6:sequence_7:sequence_9,GC_B_cells,IGHG1,HH119-SI-PP_Fol-10,1,1,1
seq7,sequence_14:sequence_21,GC_B_cells,IGHG3:IGHG1,HH119-SI-PP_Fol-10,1,4,1
seq8,sequence_17,GC_B_cells,IGHG1,HH119-SI-PP_Fol-9,1,1,3
seq9,sequence_18,GC_B_cells,IGHG1,HH119-SI-PP_Fol-9,1,1,3
